ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
"[haus] Hvernig á að forða hundi frá því að elta hesta [titill] Kenndu hundinum að sitja. [skref] Áður en þú kynnir hundinn og hestinn þarf að vera viss um að þú hafir kennt hundinum þínu helstu atriði, eins og að sitja, til að þú getir haldið þeim öruggum. Farðu á hæð hvolpsins þíns.",,"[haus] Hvernig á að forða hundi frá því að elta hesta [titill] Kenndu hundinum að sitja. [skref] Áður en þú kynnir hundinn og hestinn þarf að vera viss um að þú hafir kennt hundinum þínu helstu atriði, eins og að sitja, til að þú getir haldið þeim öruggum. Farðu á hæð hvolpsins þíns. ","['Athugið að það gæti jafnvel þurft að fá vin til að kenna hundinum boðorðin. Besta leiðin til að kenna hvolpinum að sitja er að nota þjálfunarbókina hans eða prófa sig áfram með mismunandi boðorð.'
 'Haltu nammi nálægt nefi og færðu nammið upp þannig að hundurinn fari að síga niður rassinn. Þegar rassinn er kominn í gólfið skaltu gefa honum nammið.'
 'Finndu afturhlutann og haltu honum í hendinni. Taktu svo afturhlutann og settu hann í kjöltuna.'
 'Sleppið þá hvolpasætunum og leyfið þeim að sitja hjá ykkur. [undirskrefum] Sýnið hundinum að þið hafið tekið tillit til ástúðarinnar.']",hellaswag/validation/4427,9012,Pets and Animals,wikihow~10920,val,indomain,1
[fyrirsögn] Hvernig á að tala við börnin um kynþátt [titill] Látið börnin vita að fólk á ekki að líta eins út og það á að meta þann mun. [titill] Viðurkennið mun. [skref] Börnin eru mjög þjálfuð í að koma auga á mun.,,[fyrirsögn] Hvernig á að tala við börnin um kynþátt [titill] Látið börnin vita að fólk á ekki að líta eins út og það á að meta þann mun. [titill] Viðurkennið mun. [skref] Börnin eru mjög þjálfuð í að koma auga á mun. ,"['Ef þú sérð stelpu klæðast óþverra eða strák fikta í búningnum þínum skaltu ekki gera aðstæðurnar erfiðar. Reyndu að draga fram það besta í hverjum þætti í fari barnsins.'
 'Eins og öll önnur börn hefur barnið ákveðin einkenni sem hjálpar því að meta aðra. Æfðu þig í að taka eftir þessu hjá börnunum: [viðfangsefni] Börn hegða sér mjög mismunandi eftir kyni og kynþætti og fæðingarstaður og kynþáttur hvers barns getur verið jafn ólíkur og allra annarra.'
 'Því betur sem þau vita um lit á höfði og lit á eyrum og andliti hins aðilans, því betur skilja þau og túlka innri einræðu barnsins. [ Titill] Fylgjast með misræmi þegar foreldrar segja börnum sínum hvernig barnið þeirra lítur út.'
 'Ef þú heldur áfram að tala um að horfa fram hjá kynþætti einhvers eða vera „litblindur“ þá ertu að segja að það sé eitthvað að kynþætti viðkomandi til að þú hunsar hann. [ Titill] Ekki tengja það að vera eins við það að vera venjulegur.']",hellaswag/validation/5447,16539,Family Life,wikihow~10920,val,zeroshot,3
Það er sláttuvél sem liggur á jörðinni nálægt einhverjum ofvaxnum grasblettum. Einstaklingur í gráum buxum og með hanska sem notar sláttuvél til að snyrta grasbletti.,he,Það er sláttuvél sem liggur á jörðinni nálægt einhverjum ofvaxnum grasblettum. Einstaklingur í gráum buxum og með hanska sem notar sláttuvél til að snyrta grasbletti. he,"['er að snyrta grasflötina í fram og til baka hreyfingu og færa snyrtinguna lárétt yfir grasið.'
 'tekur fingur og byrjar að snyrta grasið af einhverjum afgangsvexti.'
 'notar klippivélina til að klippa um grasið þegar hann snyrtir.'
 'tekur upp nýklippta grasflötinn og byrjar að snyrta hann.']",hellaswag/validation/897,12443,Cutting the grass,activitynet~10920,val,zeroshot,0
Kona klippir toppinn af graskerinu og tæmir fræin. Hún sker síðan út raktar línurnar til að klippa út hönnunina.,þegar hún,Kona klippir toppinn af graskerinu og tæmir fræin. Hún sker síðan út raktar línurnar til að klippa út hönnunina. þegar hún,"['er búin, hún leikur sér að.'
 'er gert, þá er sett teljós inni í graskerinu og kveikt á því.'
 'setur umbúðirnar aftur á graskerið sem hún lýsir og hattinn.'
 'er búið, graskerið er farið.']",hellaswag/validation/1415,20927,Carving jack-o-lanterns,activitynet~10920,val,indomain,1
"[haus] Hvernig á að koma fyrir seglskútu með laser [titill] Setjið saman alla hlutana. [skref] Þið eigið að hafa bátinn sjálfan (skrokkinn), rýtingsbrettið, stýrið og jarðvinnan, aðalblaðið ykkar, báða mastrið, búmm, búmm og segl á einum stað. [titill] Setjið saman báða mastrið ykkar.",,"[haus] Hvernig á að koma fyrir seglskútu með laser [titill] Setjið saman alla hlutana. [skref] Þið eigið að hafa bátinn sjálfan (skrokkinn), rýtingsbrettið, stýrið og jarðvinnan, aðalblaðið ykkar, báða mastrið, búmm, búmm og segl á einum stað. [titill] Setjið saman báða mastrið ykkar. ","['[skref] Þessum skal raðað niður á hlið við framanverðan bóminn. [titill] Setja annan bút nálægt seglinu til vinstri og tengja.'
 'Taktu sög, afhúfaðu og byrjaðu að búa til allt á nákvæmlega sama hátt. Settu saman hlutina þína (vonandi augun á sama stað til að sjá að þeir eru alveg jafnir) og þá er þetta búið.'
 '[skrefið] Númeraðu það (t.d. ef þetta er stórt stykki þá er það þannig nema báturinn fari í burtu o.s.frv.) Lokastykkið á að vera nokkuð stórt og seglið á að vera á botninum.'
 '[skref] Neðsti hluti efsta helmingsins rennur bara ofan í neðsta helminginn. Það eru engir lásar, eða neitt, þetta á bara að passa snuðrulaust.']",hellaswag/validation/8576,39406,Cars & Other Vehicles,wikihow~10920,val,indomain,3
Kona í kjól sem heldur á fiðlu ávarpar áhorfendur. Konan spilar á fiðlu eins og aðrir tónlistarmenn horfa á.,konan,Kona í kjól sem heldur á fiðlu ávarpar áhorfendur. Konan spilar á fiðlu eins og aðrir tónlistarmenn horfa á. konan,"['lýkur leiknum beint og áhorfendur klappa.'
 'lýkur leik og sest til baka.' 'lýkur leik sínum og allir klappa.'
 'staldrar við til að horfast í augu við áhorfendur.']",hellaswag/validation/185,2533,Playing violin,activitynet~10920,val,zeroshot,2
[haus] Hvernig á að koma í veg fyrir að plástur detti úr kröggu [titill] Setja net í krögguna til að búa til stuðara. [skref] Hægt er að kaupa margar mismunandi tegundir af netakröggum til að halda plástrum og öðru inni í kröggunni. Þessi netakröggur eru eins konar stuðarar og eru mjög auðveld í uppsetningu.,,[haus] Hvernig á að koma í veg fyrir að plástur detti úr kröggu [titill] Setja net í krögguna til að búa til stuðara. [skref] Hægt er að kaupa margar mismunandi tegundir af netakröggum til að halda plástrum og öðru inni í kröggunni. Þessi netakröggur eru eins konar stuðarar og eru mjög auðveld í uppsetningu. ,"['Stangirnar ná efninu í gluggann og halda því á sínum stað, halda leikfanginu inni og út. Einnig er hægt að nota trébút eða netdúk svo hægt sé að setja búrið ofan á hann.'
 'Þær eru í ýmsum litum og mynstrum frá nokkrum mismunandi fyrirtækjum. Einfaldast er að setja klæðninguna upp við veggi krána og binda endana við rimla krána.'
 'Gætið þess að kynna ykkur ráðleggingar seljanda áður en teppi eða dýnudúkur er keyptur. [Undirskrefi] Net eru yfirleitt með barnagælunni til að koma í veg fyrir að barnið noti slíka barnagælu.'
 'Netin eru auðveldari í uppsetningu og auðvelda því að verja barnagæluhúsin fyrir falli eða næsta árs barnagælum. eða gera þau enn áhugaverðari með því að kaupa net sem passar við barnagæluna.']",hellaswag/validation/5003,13274,Family Life,wikihow~10920,val,zeroshot,1
Tjaldbruni logar skært á nóttunni.,eldsins,Tjaldbruni logar skært á nóttunni. eldsins,"['breiðist hratt yfir jörðina.'
 'er kveikt að innan og sett út fyrir aftan járngrilla.'
 'stækkar hægt og rólega.' 'dansa og fólk horfir á það lognast út af.']",hellaswag/validation/2292,35362,Starting a campfire,activitynet~10920,val,indomain,2
[höf.] Hvernig á að láta kærustuna elska sig [titill] Aldrei hætta að tala. [skref] Sálfræðingar hafa sagt að árangursrík samskipti séu einn af lykilþáttum í farsælum samböndum. Haltu áfram að tala og leggðu þig fram við að tala.,,[höf.] Hvernig á að láta kærustuna elska sig [titill] Aldrei hætta að tala. [skref] Sálfræðingar hafa sagt að árangursrík samskipti séu einn af lykilþáttum í farsælum samböndum. Haltu áfram að tala og leggðu þig fram við að tala. ,"['Þetta heldur samræðunum einbeittum og jafnvel þannig að þær haldist afkastamiklar þó að þið séuð ekki bestu hlustendurnir. Ef upp koma spennuþrungin augnablik í sambandinu eða minni tímabil í sambandinu, þá ætti að reyna að forðast þau.'
 'Hringdu í kærustuna á hverjum degi, eða ekki oftar en einu sinni í viku, og hafðu röddina eins hljóða og þú getur. [Undirskrefin] Það er lykilatriði að ná árangri í rómantískum samböndum að uppfylla þarfir kærustunnar.'
 '[Undirtónar] Haltu alltaf uppi endanum á samtalinu, jafnvel þó kærastan biðji þig um að gera eitthvað. Ef þú ert í partýi og hún biður einhvern um að tala eða gefa henni það sem hún vill, ekki hætta að tala eða reyna að vera miðpunktur athyglinnar.'
 'Það þýðir ekki að þú getir aldrei staldrað við eða notið þagnarstundar, heldur er átt við með myndrænni hætti. [Undirskrefin] Ef þú kannt að tjá þig og talar rétt við kærustuna þína, þá blómstrar sambandið og kærastan verður hrifnari af þér.']",hellaswag/validation/8400,37978,Relationships,wikihow~10920,val,indomain,3
Önnur kona frá Úsbekistan tekur hástökk og við sjáum stigagjöf hennar. Fyrsta konan tekur aftur stökk og bankar upp á og virðist vonsvikin.,frúin frá Kína,Önnur kona frá Úsbekistan tekur hástökk og við sjáum stigagjöf hennar. Fyrsta konan tekur aftur stökk og bankar upp á og virðist vonsvikin. frúin frá Kína,"['Í þetta sinn er hlaupið í lágstökki og það lent á stönginni og hangir í nokkrar sekúndur áður en það er tekið af stönginni.'
 'hefur aðra beygju og slær líka yfir barinn og lítur út fyrir að vera brjálaður.'
 'fer að gera skiptingu og athuga einu sinni enn.'
 'gerir annað sett og hún skorar hálfa stöng og aðrar tvær konur skora þriðju stöng.']",hellaswag/validation/2688,40789,High jump,activitynet~10920,val,zeroshot,1
"[haus] Hvernig á að gera sæmeyjarhala hliðarbrýni [titill] Undirbúið hárið fyrir snyrtingu. [skref] Við fléttun hjálpar tveggja daga hár eða hár sem hefur ekki verið þvegið í nokkra daga að gefa fléttunni aukið aðhald. [undirskref] Ef hárið er hreint, notið þá hársprey eða spritt af þurru sjampói til að gefa því einhverja lyftu og áferð.",,"[haus] Hvernig á að gera sæmeyjarhala hliðarbrýni [titill] Undirbúið hárið fyrir snyrtingu. [skref] Við fléttun hjálpar tveggja daga hár eða hár sem hefur ekki verið þvegið í nokkra daga að gefa fléttunni aukið aðhald. [undirskref] Ef hárið er hreint, notið þá hársprey eða spritt af þurru sjampói til að gefa því einhverja lyftu og áferð. ","['[titill] Sundurliðu hárið svo þú eigir hálfan vaf eftir. [skref] Þú átt að eiga einn vaf eftir af hárinu eftir þvottinn.'
 'Ef hárið er þurrt skaltu nota úða í staðinn. [ Titill] Skurðu hárið í fjórra þráða hálfhala.'
 'Þetta gefur fullfrágengnu fléttunni sóðalegan blæ. Ef þú vilt hafa hárið sleitara, skaltu nota vatnsgel eða kvoðu í stað hársprey til að undirbúa hárið.'
 'Ef hárið er þurrt, skaltu búa til nýjan úða og þæfa nokkra hluta af hárinu yfir. [titill] Þæfa hárið nokkrum sinnum í kringum fléttuna og flétta frá botni og upp.']",hellaswag/validation/5075,13672,Personal Care and Style,wikihow~10920,val,zeroshot,2
"[haus] Hvernig velja á svæðisteppi [titill] Mælið herbergið. [skref] Svæðisteppi eru í öllum stærðum, allt frá móttökumottum til 15'x 15' (450 x 450 cm). Mikilvægt er að passa að teppið passi inn í herbergið sem það prýðir.",,"[haus] Hvernig velja á svæðisteppi [titill] Mælið herbergið. [skref] Svæðisteppi eru í öllum stærðum, allt frá móttökumottum til 15'x 15' (450 x 450 cm). Mikilvægt er að passa að teppið passi inn í herbergið sem það prýðir. ","['Best er að gestir séu ekki lengur en 1 klukkustund að skoða mottuna. Ef motta er hluti af heilu heimili, t.d. svefnherbergi, getur hún einnig orðið lúin í klemmu.'
 'Þegar stærð á teppi er ákveðin skal taka tillit til þátta eins og: [Efnisorð] Hversu stórt er teppið? Ekki má vefja teppi í lengd sem hægt er að vefja um borð í stofu. Einnig má hugsa sér að skipta stærri teppum í tvíbýli fyrir herbergi sem eru ekki endilega samliggjandi.'
 'Takið öll umfram húsgögn til að rýma fyrir mottunni. [Undirþrep] Skoðið ástand mottunnar áður en þið ákveðið hvernig þið viljið hafa hana.'
 ""Ekki skal þó sleppa stærðinni að sama skapi. Mörg herbergi sem myndu líta vel út með 8' by 10' (243 cm by 305 cm) mottu líta út fyrir að vera skrítin með 6' by 9' (90 by 135 cm) mottu svo dæmi sé tekið.""]",hellaswag/validation/5780,18895,Finance and Business,wikihow~10920,val,indomain,3
"[fyrirsögn] Hvernig velja á bestu hárvörur fyrir fínt hár [titill] Þvoðu og snyrtiðu fínt hár með hárþykknandi sjampói og snyrtivöru. [skref] Leitaðu að vörum sem segjast bæta þykkt, rúmmáli eða líkama í fínt eða þunnt hár. [titill] Veldu snyrtivörur sem eru sérstaklega hannaðar fyrir fínt hár.",,"[fyrirsögn] Hvernig velja á bestu hárvörur fyrir fínt hár [titill] Þvoðu og snyrtiðu fínt hár með hárþykknandi sjampói og snyrtivöru. [skref] Leitaðu að vörum sem segjast bæta þykkt, rúmmáli eða líkama í fínt eða þunnt hár. [titill] Veldu snyrtivörur sem eru sérstaklega hannaðar fyrir fínt hár. ","['[skrefi] Að minnsta kosti skaltu nota hárþynningarsjampó og hárnæringu sem ekki veldur því að hárið brotni niður þegar þú vinnur með hárið. [undirskrefi] Efni sem innihalda efni eins og krulluaukandi eða djúpa hárnæringu geta hjálpað til við að mynda veikar yfirrótir ef þú hefur þegar prófað fleiri vörur.'
 '[skref] Mikið af þessu dreifist ekki jafnt um gróft hár. Með því að velja vörur sem hafa heitið „varnarvörn“ á umbúðunum er hægt að vinna með mikið auðveldara hár.'
 '[skrefi] Með því að bæta við rúmmáli er hægt að vaxa á áhrifaríkari hátt án þess að vera útlitslega feitur. [undirskrefi] Spyrðu hárgreiðslustofuna þína um mismunandi snyrtivörur svo þú getir rætt vörurnar við hana.'
 '[skrefið] Á markaðnum eru margar hárvörur, þar á meðal mýs, gel, rótarlyftur, úðabrúsar og sermishár. Leitað er að merkjaorðum eins og „magna“, „þykkja“, „líkja“ og „áferða“.']",hellaswag/validation/3581,2638,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[haus] Hvernig þurrka á upp eitruð blöðruútbrot [titill] Þvoðu húðina. [skref] Um leið og þú átta þig á því að þú hefur fyrir slysni komist í snertingu við eitruð blöðruútbrot, þvoðu húðina vel. Notaðu mikið af volgu, sápuvatni.",,"[haus] Hvernig þurrka á upp eitruð blöðruútbrot [titill] Þvoðu húðina. [skref] Um leið og þú átta þig á því að þú hefur fyrir slysni komist í snertingu við eitruð blöðruútbrot, þvoðu húðina vel. Notaðu mikið af volgu, sápuvatni. ","['Notið 1 hönd og örlítið af mjúkri sápu og hreinsið húðina kröftuglega í 10 mínútur í senn. [Undirskrefin] Sumir eftirfylgniúðar eru seldir sem „steam inversions“ eða „gels“ sem þýðir að þið vinnuð og rakað húðina með gufuaðferðinni.'
 'Ef þú getur, skolið þá innan fyrstu 30 mínútna eftir að þú snertir eiturlausnina. Ef þú ert enn úti, finndu þá læk eða lækjarlæk.'
 'Það getur þýtt að spritta vatni, þvo í tvær til þrjár klukkustundir eða jafnvel lengur áður en haldið er í næstu skref. [Undirskref] Besti tíminn til að þurrka upp eitruð útbrot með sápu og vatni er þegar húðin er mjög rakin.'
 'Skolið í vaski eða íláti sem þið hafið á móti að fáið sápu. [titill] Stígið inn í sturtu og skolið af ykkur allar dauðar húðfrumur.']",hellaswag/validation/8207,36559,Food and Entertaining,wikihow~10920,val,indomain,1
